VIRCat	Germ	GBegF	BegFEndF	EndFBegM	BegMEndM	FloCol	StemCol	BushShape	LeafSize	FlowStemCol	AscoRes	StemBr	StemL1ord	StemBr1ord	StemBr2ord	PodD	PodS	Height	Hlp	NoPodsWeight	PodsWeight	PodsNumber	SeedsNumber	SeedsWeight	PodShape	PodLength	PodWidth	SeedShape	SeedCol	Seed1000W
vir_0234	7	40	2.70805020110221	2.30258509299405	16	2	3	5	5	3	5	9	5	1	5	2	1	60	22	2.24070968927596	2.62466859216316	4.06044301054642	4.09434456222210	2.12823170584927	7	23	11	3	10	5.24702407216049
vir_0235	7	40	3.04452243772342	2.70805020110221	17	3	7	5	3	7	5	7	5	1	5	1	2	53	25	2.74727091425549	2.17475172148416	3.97029191355212	4.02535169073515	1.75785791755237	7	15	8	3	10	5.01063529409626
vir_0236	8	40	2.99573227355399	2.56494935746154	16	1	3	3	5	3	7	9	5	7	5	2	2	60	21	2.55722731136763	3.09557760852371	4.30406509320417	4.21950770517611	2.62466859216316	7	20	10	5	1	5.48063892334199
vir_0237	8	39	3.33220451017520	2.99573227355399	17	2	3	3	3	3	7	9	5	7	5	1	2	53	23	2.47653840011748	2.89591193827178	4.07753744390572	4.14313472639153	2.40694510831829	7	19	10	3	10	5.34710753071747
vir_0238	8	37	2.83321334405622	2.48490664978800	19	2	5	5	5	7	5	7	3	7	5	1	2	62	31	2.66722820658196	3.36037538714190	4.34380542185368	4.30406509320417	2.50959926237837	7	24	11	5	10	5.01063529409626
vir_0239	8	40	3.04452243772342	2.77258872223978	13	1	3	3	7	3	9	9	5	7	5	1	2	50	20	3.33220451017520	3.84160054113160	4.27666611901606	4.34380542185368	3.52046080248897	5	30	15	5	1	5.99146454710798
vir_0240	8	39	2.77258872223978	2.07944154167984	15	2	3	5	5	3	9	7	5	1	5	1	1	70	23	3.24649099190117	3.56671182013973	4.35670882668959	4.62497281328427	3.18221184049661	7	20	10	3	10	5.34710753071747
vir_0241	7	36	2.89037175789616	2.19722457733622	11	3	7	5	5	7	7	7	5	1	5	1	1	50	20	1.87180217690159	2.32238772029023	3.97029191355212	4.14313472639153	1.96009478404727	7	20	9	3	10	5.48063892334199
vir_0242	8	39	2.70805020110221	1.60943791243410	14	1	3	3	5	3	7	9	5	1	7	1	2	60	17	3.20274644293832	3.56388296393925	4.49980967033027	4.53259949315326	2.95491027903374	7	21	10	5	1	5.34710753071747
vir_0243	8	39	3.09104245335832	2.63905732961526	14	1	3	5	5	3	5	9	5	1	7	1	2	56	15	3.02529107579554	3.61630876127910	4.79579054559674	4.56434819146784	2.72129542785223	7	21	10	5	1	5.01063529409626
vir_0244	8	39	3.09104245335832	2.63905732961526	16	1	3	3	5	3	7	9	5	7	5	2	2	56	17	2.66722820658196	2.96010509591084	4.18965474202643	4.04305126783455	2.52572864430826	7	23	11	5	1	5.56068163101553
vir_0245	7	33	3.09104245335832	2.07944154167984	16	3	3	5	7	3	5	9	5	7	5	2	1	52	17	2.90690105984738	3.44041809481544	4.55387689160054	4.82831373730230	3.05870707271538	7	22	12	3	10	5.43807930892320
vir_0246	8	32	3.09104245335832	2.56494935746154	10	3	7	5	3	7	9	7	5	1	5	1	1	46	20	1.25276296849537	2.02814824729229	3.73766961828337	3.98898404656427	1.80828877117927	7	18	8	3	10	4.86753445045558
vir_0249	8	37	3.40119738166216	2.99573227355399	20	2	3	3	3	3	7	7	5	1	5	1	2	65	17	2.78501124223834	3.53805656437935	4.64439089914137	2.78501124223834	2.80336038090654	7	17	7	5	10	5.27299955856375
vir_0250	8	39	3.33220451017520	2.99573227355399	19	3	5	3	3	7	7	9	5	1	5	1	2	68	22	3.29583686600433	3.29212628660779	4.60517018598809	4.84418708645859	2.90142159408275	7	19	9	3	10	5.13579843705026
vir_0251	8	40	3.29583686600433	3.04452243772342	21	1	3	3	3	3	7	9	5	1	5	1	2	56	20	2.55722731136763	3.61361696961339	4.58496747867057	4.77068462446567	3.22286784613774	7	20	10	5	1	5.52146091786225
vir_0252	8	40	3.29583686600433	3.04452243772342	20	1	3	3	5	3	7	9	5	1	5	2	2	57	26	2.63905732961526	3.46573590279973	4.54329478227000	4.58496747867057	3.14415227867226	7	23	10	5	1	5.39362754635236
vir_0253	8	40	3.29583686600433	3.04452243772342	9	3	7	3	3	7	7	9	5	1	5	2	2	50	23	1.70474809223843	2.09186406167839	3.71357206670431	4.15888308335967	1.90210752639692	7	17	8	5	10	4.78749174278205
vir_0254	8	39	3.33220451017520	3.09104245335832	18	2	3	3	3	3	7	9	5	1	5	2	2	50	27	1.80828877117927	2.33214389523559	3.49650756146648	3.93182563272433	1.97408102602201	7	19	8	3	10	5.29831736654804
vir_0256	8	39	3.33220451017520	2.94443897916644	18	1	3	5	5	3	9	9	5	1	5	2	2	62	20	3.52929738428947	3.20274644293832	4.66343909411207	4.64439089914137	3.08190996979504	7	20	10	5	1	5.34710753071747
vir_0257	8	39	3.33220451017520	2.94443897916644	17	3	7	5	5	7	9	9	3	7	5	2	2	66	25	2.06686275947298	1.94591014905531	3.93182563272433	4.15888308335967	2.25129179860650	7	18	10	3	10	5.07517381523383
vir_0299	8	37	2.77258872223978	2.30258509299405	21	3	7	3	5	7	9	7	3	1	5	2	2	55	15	3.05870707271538	2.83907846350861	4.02535169073515	3.98898404656427	2.73436750941958	7	21	10	3	10	5.27299955856375
vir_0300	8	35	2.83321334405622	2.30258509299405	9	3	7	3	3	7	3	7	5	1	5	1	2	40	16	1.90210752639692	3.13113691056019	4.48863636973214	4.49980967033027	2.76000994003292	7	17	7	5	10	5.04342511691925
vir_0301	8	36	2.89037175789616	2.48490664978800	9	3	7	5	3	7	3	7	5	1	5	1	2	36	17	1.30833281965018	2.15176220325946	3.68887945411394	3.78418963391826	1.91692261218206	7	17	9	3	10	5.07517381523383
vir_0302	8	39	3.09104245335832	2.77258872223978	11	1	3	5	5	3	7	9	5	1	5	1	2	43	19	2.12823170584927	3.27336401015227	4.77068462446567	4.82028156560504	2.77881927199042	7	20	10	5	1	5.04342511691925
vir_0303	8	42	3.04452243772342	2.89037175789616	11	1	3	3	5	3	9	9	5	1	7	1	2	53	19	3.71843825635548	3.34286180464919	4.29045944114839	4.21950770517611	3.10906095886099	7	23	12	3	1	5.68697535633982
vir_0306	8	39	2.63905732961526	2.39789527279837	12	1	3	5	3	3	7	7	3	1	7	2	2	42	19	1.60943791243410	2.52572864430826	4.15888308335967	4.09434456222210	2.23001440015921	7	16	7	5	1	4.97673374242057
vir_0308	8	39	2.77258872223978	2.48490664978800	14	1	3	3	3	3	7	7	3	1	7	2	2	43	22	2.04122032885964	2.32238772029023	3.68887945411394	4.00733318523247	2.02814824729229	7	20	10	3	1	4.97673374242057
vir_0312	8	37	2.70805020110221	2.19722457733622	14	1	3	3	3	3	7	9	3	7	5	1	1	47	19	1.60943791243410	2.72785282839839	4.12713438504509	4.20469261939097	2.39789527279837	7	20	10	3	10	5.07517381523383
vir_0313	8	39	2.56494935746154	2.07944154167984	15	3	3	3	3	7	5	9	3	1	5	1	1	40	17	1.91692261218206	2.73436750941958	4.24849524204936	4.30406509320417	2.05412373369555	7	18	8	3	10	4.74493212836325
vir_0314	8	37	2.77258872223978	2.30258509299405	17	3	7	3	3	7	3	9	3	7	5	1	2	35	13	0.955511445027437	1.90210752639692	3.58351893845611	3.58351893845611	1.52605630349505	7	18	9	3	10	4.94164242260930
vir_0315	8	39	2.63905732961526	2.30258509299405	17	3	7	5	3	7	3	9	3	1	5	1	2	31	19	0.405465108108164	1.33500106673234	3.21887582486820	3.29583686600433	0.916290731874155	7	15	8	3	10	4.74493212836325
vir_0325	8	41	2.48490664978800	2.19722457733622	14	2	3	3	5	3	9	9	3	1	5	1	2	60	20	3.48737507790321	4.16355963124357	4.96284463025991	5.19295685089021	3.77963381738240	7	25	12	3	10	5.59842195899838
vir_0328	9	26	1.79175946922806	2.19722457733622	14	1	3	3	3	3	7	5	5	1	5	2	2	52	26	2.04122032885964	2.43361335540045	3.87120101090789	3.85014760171006	2.06686275947298	7	22	10	3	1	5.41610040220442
vir_0336	8	40	2.56494935746154	2.07944154167984	15	2	3	3	7	3	5	9	5	7	5	2	2	65	21	3.38777436133001	3.20680324363393	4.65396035015752	4.15888308335967	2.98061863574394	7	21	12	3	10	5.78382518232974
vir_0340	8	39	2.77258872223978	2.39789527279837	12	1	3	3	5	3	9	7	5	7	5	2	1	60	21	3.14415227867226	4.01277290852829	4.79579054559674	4.80402104473326	3.66867674679642	7	23	12	5	1	5.73657229747919
vir_0345	8	39	2.63905732961526	2.07944154167984	12	2	3	3	5	3	9	7	5	7	5	2	2	60	17	3.03495298670727	3.62167070442049	4.49980967033027	4.36944785246702	2.97041446556970	7	20	10	3	10	5.63478960316925
vir_0359	8	38	2.70805020110221	2.07944154167984	15	1	3	3	5	3	9	9	5	1	5	2	2	55	20	2.74727091425549	3.05400118167797	3.97029191355212	3.91202300542815	2.55722731136763	7	21	10	5	1	5.48063892334199
vir_0360	8	39	2.63905732961526	2.07944154167984	15	2	3	3	5	3	7	9	5	7	5	2	2	55	28	2.95491027903374	2.52572864430826	3.82864139648910	3.93182563272433	2.57261223020711	7	21	11	3	10	5.57972982598622
vir_0363	8	39	2.70805020110221	2.30258509299405	13	2	3	5	3	3	9	9	5	7	5	1	2	56	30	3.08190996979504	3.12676053596040	4.46590811865458	4.35670882668959	3.00071981506503	7	21	11	5	10	5.48063892334199
vir_0370	8	39	2.63905732961526	2.19722457733622	14	3	7	5	5	7	9	9	5	1	5	2	2	56	26	2.05412373369555	2.92316158071916	3.97029191355212	4.06044301054642	2.45100509811232	7	20	10	3	10	5.50125821054473
vir_0371	8	39	2.56494935746154	2.07944154167984	12	2	3	5	5	3	9	9	5	7	5	2	1	55	20	2.07944154167984	3.32862668882732	4.41884060779660	4.68213122712422	3.03013370027132	7	25	12	3	10	5.29831736654804
vir_0372	8	38	2.63905732961526	2.19722457733622	13	1	3	5	5	3	9	9	5	7	5	2	1	60	23	3.02042488614436	3.21887582486820	4.44265125649032	4.00733318523247	2.96527306606928	7	21	10	3	1	5.34710753071747
vir_0373	8	39	2.56494935746154	1.94591014905531	15	2	3	5	5	3	3	9	5	7	5	2	1	50	25	2.97041446556970	3.03495298670727	3.89182029811063	4.36944785246702	2.61739583283408	7	23	11	3	10	5.24702407216049
vir_0374	8	41	2.56494935746154	2.30258509299405	15	2	3	5	5	3	9	9	5	7	5	1	2	60	20	3.61630876127910	3.26575941076705	4.91265488573605	4.86753445045558	3.32503602069659	7	19	9	3	10	5.24702407216049
vir_0375	8	39	2.70805020110221	2.30258509299405	15	1	3	5	5	3	7	9	5	7	5	2	1	65	25	3.19867311755068	3.99083418585244	4.40671924726425	4.45434729625351	3.28466356540620	7	23	11	5	1	5.48063892334199
vir_0376	8	39	2.70805020110221	2.19722457733622	15	1	3	5	5	3	5	7	3	1	5	1	2	56	22	2.45100509811232	3.23867845216438	3.80666248977032	3.40119738166216	2.02814824729229	7	23	10	5	1	5.54126354515843
vir_0377	8	39	3.04452243772342	2.63905732961526	17	3	5	5	5	7	5	9	5	7	5	2	1	55	25	2.64617479738412	3.03013370027132	4.15888308335967	4.35670882668959	2.48490664978800	7	20	8	3	10	5.13579843705026
vir_0378	8	40	2.99573227355399	2.63905732961526	17	3	3	5	5	3	5	9	5	7	5	1	2	60	31	3.21084365317094	2.97041446556970	4.15888308335967	3.93182563272433	2.74727091425549	7	20	11	3	10	5.59842195899838
vir_0380	8	41	2.94443897916644	2.56494935746154	15	3	5	3	5	7	5	9	5	7	5	2	1	65	30	3.06339092202781	2.54160199346455	3.82864139648910	4.11087386417331	2.15176220325946	7	20	10	3	10	5.24702407216049
vir_0381	8	40	2.99573227355399	2.56494935746154	15	2	3	5	3	3	5	7	5	1	5	2	2	50	24	2.07944154167984	2.05412373369555	3.63758615972639	3.33220451017520	1.64865862558738	7	20	9	3	10	5.29831736654804
vir_0382	8	39	2.63905732961526	2.07944154167984	13	2	3	5	5	3	5	7	5	7	5	2	2	60	19	3.13983261752775	3.40784192438082	4.18965474202643	3.87120101090789	2.51769647261099	7	25	11	3	10	5.70378247465620
vir_0383	8	39	2.56494935746154	1.94591014905531	13	1	3	5	7	3	5	9	5	7	5	2	2	56	20	2.87919845729804	3.83729945923221	4.07753744390572	4.07753744390572	3.05870707271538	5	24	12	3	1	6.07534603108868
vir_0400	9	31	2.19722457733622	2.48490664978800	18	2	3	5	3	3	9	9	5	7	5	2	2	55	25	3.30688670219091	3.40784192438082	4.06044301054642	4.54329478227000	2.94443897916644	7	20	10	5	1	5.34710753071747
vir_0407	8	40	3.55534806148941	3.09104245335832	19	3	7	3	3	7	3	9	5	7	5	1	1	55	27	2.54944517092557	2.99071973173045	3.82864139648910	3.73766961828337	2.10413415427021	7	20	11	3	10	5.24702407216049
vir_0408	8	39	2.77258872223978	2.30258509299405	13	1	3	3	5	3	3	9	5	7	5	2	2	56	22	3.38439026334577	3.82209829790016	4.93447393313069	4.99721227376412	3.19047635034650	7	20	10	5	1	5.29831736654804
vir_0409	8	39	2.77258872223978	2.30258509299405	11	1	3	5	3	3	3	9	5	1	5	1	1	45	19	2.07944154167984	2.52572864430826	4.53259949315326	4.36944785246702	2.01490302054226	7	19	10	3	1	4.70048036579242
vir_0412	8	36	2.83321334405622	1.79175946922806	13	3	7	5	3	7	3	9	5	1	5	1	1	35	17	0.832909122935104	0.587786664902119	2.89037175789616	1.60943791243410	-1.60943791243410	7	17	8	3	10	4.70048036579242
vir_0413	8	36	2.83321334405622	1.94591014905531	12	3	7	5	3	7	3	9	5	1	5	1	1	33	20	0.832909122935104	0.875468737353900	3.09104245335832	2.39789527279837	-0.223143551314210	7	17	8	3	10	4.70048036579242
vir_0414	8	35	2.83321334405622	1.79175946922806	12	3	7	5	3	7	3	9	5	1	5	1	1	35	17	1.60943791243410	1.13140211149110	3.36729582998647	2.89037175789616	0.336472236621213	7	16	7	3	14	4.70048036579242
vir_0453	9	34	2.56494935746154	1.79175946922806	15	1	3	3	7	3	3	9	5	1	5	1	1	43	27	2.61006979274201	0.693147180559945	1.09861228866811	0.693147180559945	-0.356674943938732	5	25	14	5	1	5.39362754635236
vir_0454	8	39	2.56494935746154	1.79175946922806	15	1	3	3	5	3	3	9	5	7	5	1	2	50	26	2.15176220325946	1.84054963339749	2.89037175789616	2.19722457733622	0.832909122935104	5	25	13	3	1	5.56068163101553
vir_0464	8	39	2.63905732961526	1.94591014905531	12	3	5	5	3	7	7	9	5	7	7	2	1	50	24	2.74727091425549	1.85629799036563	3.33220451017520	3.25809653802148	1.45861502269952	7	19	10	3	10	5.24702407216049
vir_0467	9	37	2.56494935746154	1.79175946922806	15	1	3	3	7	3	5	9	5	7	7	2	1	60	20	2.79116510781272	3.16547504814109	3.68887945411394	3.25809653802148	2.19722457733622	5	25	13	5	1	5.96614673912369
vir_0471	8	36	2.83321334405622	1.94591014905531	14	3	7	5	5	7	3	9	5	7	7	2	1	60	17	3.10906095886099	2.83321334405622	4.47733681447821	3.89182029811063	2.46809953147162	7	21	10	3	10	5.52146091786225
vir_0472	8	36	2.89037175789616	2.07944154167984	14	3	7	3	5	7	3	9	5	7	7	1	1	45	17	2.63905732961526	2.07944154167984	3.87120101090789	3.43398720448515	1.64865862558738	7	19	8	3	10	5.34710753071747
vir_0473	8	37	2.89037175789616	2.19722457733622	12	3	3	3	5	3	7	9	5	7	7	1	2	56	20	2.37024374146786	2.43361335540045	3.82864139648910	3.61091791264422	2.27212588550934	7	18	9	5	10	5.54126354515843
vir_0474	8	39	2.77258872223978	2.30258509299405	12	3	7	3	5	7	3	9	5	7	7	1	2	50	20	2.93385686983590	2.80336038090654	3.87120101090789	3.73766961828337	2.11625551480255	7	25	12	3	10	5.52146091786225
vir_0482	8	39	2.63905732961526	1.94591014905531	14	3	7	5	3	7	3	7	5	1	5	1	1	52	22	2.19722457733622	2.37954613413017	3.80666248977032	3.76120011569356	1.98787434815435	7	21	11	3	10	5.07517381523383
vir_0483	8	39	2.63905732961526	1.94591014905531	14	3	7	5	3	7	3	9	5	7	5	2	2	52	20	1.87180217690159	2.00148000021012	3.13549421592915	3.04452243772342	1.19392246847243	7	20	9	3	10	5.41610040220442
vir_0533	8	39	2.63905732961526	1.79175946922806	14	1	3	5	7	3	5	9	5	7	7	2	1	60	20	3.31418600467253	3.96461545554732	4.34380542185368	3.95124371858143	3.06805293513362	5	25	14	5	1	6.16331480403464
vir_0535	8	39	2.63905732961526	1.94591014905531	13	1	3	3	5	3	3	9	5	7	5	2	2	55	26	2.54160199346455	1.85629799036563	2.99573227355399	2.94443897916644	1.77495235091167	5	25	13	5	1	5.84354441703136
vir_0539	8	39	2.70805020110221	2.07944154167984	15	3	7	3	5	7	5	9	5	7	7	2	1	62	30	2.77881927199042	2.63188884013665	3.55534806148941	2.63905732961526	1.38629436111989	7	21	11	3	10	5.66988092298052
vir_0540	9	40	2.94443897916644	2.30258509299405	12	3	7	5	5	7	5	9	5	7	7	2	2	52	21	2.65324196460722	3.05400118167797	3.80666248977032	3.66356164612965	2.38876278923510	7	22	11	3	10	5.56068163101553
vir_0542	8	39	2.63905732961526	2.07944154167984	15	1	3	3	5	3	5	9	5	7	5	2	1	50	23	2.44234703536920	2.58021682959233	3.46573590279973	3.36729582998647	2.09186406167839	7	21	11	5	1	5.57972982598622
vir_0543	9	29	1.38629436111989	1.94591014905531	15	1	3	5	3	3	9	9	5	7	5	2	2	45	20	3.04452243772342	2.21920348405499	3.40119738166216	3.43398720448515	2.02814824729229	7	23	12	5	1	5.50125821054473
vir_0545	8	39	2.56494935746154	1.79175946922806	14	1	3	3	3	3	7	9	5	7	5	2	2	53	20	2.83321334405622	2.94443897916644	4.43081679884331	4.55387689160054	2.80940269536250	7	22	9	5	1	5.29831736654804
vir_0584	8	39	2.56494935746154	1.94591014905531	14	1	3	3	5	3	5	9	5	7	5	2	2	60	21	2.90142159408275	3.07731226054641	4.21950770517611	4.06044301054642	2.65324196460722	7	24	13	3	1	5.73657229747919
vir_0586	8	40	2.56494935746154	2.07944154167984	14	1	3	3	5	3	9	9	5	7	5	1	2	56	24	3.47196645255036	3.93182563272433	4.55387689160054	4.77068462446567	3.33220451017520	7	21	11	5	1	5.61677109766657
vir_0587	8	36	2.83321334405622	1.94591014905531	16	3	7	5	3	7	7	7	5	7	5	2	2	55	24	2.53369681395743	2.54160199346455	3.87120101090789	3.91202300542815	2.16332302566054	7	22	10	3	10	5.29831736654804
vir_0588	8	39	2.70805020110221	2.19722457733622	14	3	3	3	3	3	9	7	5	7	5	2	1	67	26	3.26956893918372	2.96010509591084	4.11087386417331	3.97029191355212	2.67414864942653	7	22	10	3	10	5.65248918026865
vir_0589	8	39	2.70805020110221	2.07944154167984	17	1	3	3	7	3	5	7	5	7	7	2	1	56	20	3.43398720448515	1.74046617484050	4.12713438504509	3.55534806148941	2.38876278923510	5	26	13	3	1	5.85793315448346
vir_0597	8	39	2.70805020110221	2.07944154167984	13	3	3	3	3	3	7	7	5	7	7	2	2	52	26	2.58021682959233	3.34638914516716	4.48863636973214	3.82864139648910	2.68784749378469	7	20	10	5	10	5.68697535633982
vir_0601	8	39	2.56494935746154	1.60943791243410	16	3	3	5	5	3	5	7	5	7	7	2	1	53	23	2.63905732961526	2.47653840011748	3.43398720448515	3.13549421592915	2.14006616349627	5	25	12	5	10	5.61677109766657
vir_0605	8	39	2.56494935746154	1.79175946922806	14	1	3	3	5	3	5	7	5	7	7	2	1	56	21	2.91235066461494	3.08648663682246	3.82864139648910	3.68887945411394	2.54160199346455	7	25	12	3	1	5.75257263882563
vir_0623	8	39	2.63905732961526	1.94591014905531	14	1	3	3	3	3	7	3	7	7	7	1	2	47	19	1.72276659774110	2.33214389523559	3.63758615972639	3.25809653802148	1.85629799036563	7	20	8	5	1	5.43807930892320
vir_0626	8	37	2.89037175789616	2.07944154167984	16	3	5	3	3	7	5	3	7	7	7	1	2	62	25	3.08648663682246	2.98568193770049	3.49650756146648	3.13549421592915	2.29253475714054	5	25	13	3	10	6.04025471127741
vir_0627	8	39	2.63905732961526	1.79175946922806	16	1	3	5	5	3	9	3	7	7	7	2	2	56	18	3.21887582486820	2.78501124223834	4.21950770517611	3.78418963391826	2.54944517092557	5	25	12	3	1	5.73657229747919
vir_0628	8	39	2.77258872223978	2.30258509299405	17	3	5	5	5	7	7	3	7	7	5	2	1	50	13	3.38099467434464	3.30688670219091	4.61512051684126	4.39444915467244	2.83907846350861	7	20	8	5	1	5.39362754635236
vir_0632	9	38	2.56494935746154	1.60943791243410	17	1	3	3	5	3	5	9	5	7	5	1	1	45	16	3.25809653802148	3.56671182013973	4.40671924726425	4.23410650459726	2.70805020110221	7	20	10	5	1	5.61677109766657
vir_0633	8	39	2.56494935746154	1.94591014905531	15	1	3	5	5	3	5	5	7	7	5	2	2	56	27	1.84054963339749	2.71469474382088	3.55534806148941	2.89037175789616	2.28238238567653	5	25	13	5	1	6.04025471127741
vir_0634	8	39	2.63905732961526	1.79175946922806	17	1	3	3	5	3	7	9	7	7	5	2	2	55	17	3.51452606696916	3.18635263316264	4.24849524204936	3.76120011569356	2.61739583283408	5	23	12	5	1	5.95324333428779
vir_0635	8	39	2.77258872223978	2.07944154167984	17	3	5	5	5	7	5	9	7	7	7	2	2	53	26	2.31253542384721	2.06686275947298	3.04452243772342	2.99573227355399	1.38629436111989	7	25	11	3	10	5.39362754635236
vir_0638	8	39	2.77258872223978	2.19722457733622	15	3	5	5	5	7	7	9	7	7	7	2	2	53	25	1.64865862558738	2.77258872223978	3.87120101090789	4.00733318523247	2.34180580614733	7	21	10	3	10	5.41610040220442
vir_0641	9	38	2.63905732961526	1.94591014905531	16	1	3	3	5	3	5	9	7	7	5	2	2	46	19	3.01553490085017	3.41114771251532	4.30406509320417	3.68887945411394	2.74727091425549	7	22	12	5	1	5.82894561761021
vir_0642	8	39	2.77258872223978	2.48490664978800	12	3	5	5	5	7	7	9	7	7	5	1	2	48	24	1.97408102602201	2.16332302566054	3.29583686600433	3.21887582486820	1.50407739677627	7	22	10	3	10	5.43807930892320
vir_0643	8	39	2.63905732961526	2.07944154167984	14	1	3	5	5	3	9	9	5	7	5	2	1	56	26	2.52572864430826	2.66025953726586	3.76120011569356	3.17805383034795	2.07944154167984	7	26	12	5	1	6.00388706710654
vir_0647	9	38	2.07944154167984	2.56494935746154	15	1	3	3	5	3	5	9	5	7	7	1	1	50	21	3.18221184049661	0.993251773010283	2.48490664978800	1.60943791243410	-0.223143551314210	7	21	10	5	1	5.29831736654804
vir_0668	8	39	2.63905732961526	2.30258509299405	10	3	5	5	5	7	5	7	5	7	5	2	1	50	21	1.64865862558738	1.79175946922806	2.94443897916644	3.17805383034795	1.38629436111989	7	24	12	5	10	5.27299955856375
vir_0669	8	39	2.63905732961526	2.07944154167984	18	1	3	3	5	3	5	7	5	7	5	2	1	60	21	3.25424296870549	3.05400118167797	3.85014760171006	3.43398720448515	2.37954613413017	5	25	13	3	1	5.81413053182507
vir_0670	8	39	2.63905732961526	2.30258509299405	12	3	5	5	5	7	3	9	5	7	5	1	1	45	29	1.91692261218206	0.405465108108164	1.38629436111989	1.50407739677627	-0.798507696217772	7	22	11	3	10	5.94017125272043
vir_0676	8	39	2.63905732961526	1.79175946922806	17	1	3	5	5	3	3	9	5	7	7	2	1	55	26	2.93916192206560	1.74046617484050	2.48490664978800	1.38629436111989	0.832909122935104	5	40	9	5	1	5.99146454710798
vir_0691	8	34	2.94443897916644	1.94591014905531	14	3	5	3	5	7	5	9	5	7	5	2	1	45	18	1.88706964903238	1.75785791755237	3.52636052461616	3.55534806148941	1.06471073699243	7	19	7	3	10	4.65396035015752
vir_0704	7	40	2.63905732961526	1.94591014905531	13	3	5	5	5	7	7	9	5	7	5	1	1	53	19	2.59525470695687	2.32238772029023	3.97029191355212	3.78418963391826	1.82454929205105	7	20	10	3	10	5.19295685089021
vir_0735	8	34	2.94443897916644	1.94591014905531	13	3	5	5	3	7	7	7	5	7	7	2	1	45	17	1.45861502269952	2.02814824729229	3.58351893845611	3.89182029811063	1.58923520511658	7	20	8	3	14	5.04342511691925
vir_0736	7	35	2.94443897916644	1.94591014905531	13	3	7	5	3	7	9	9	5	7	7	2	1	55	18	1.88706964903238	2.76000994003292	4.41884060779660	4.60517018598809	2.38876278923510	7	19	9	3	10	4.97673374242057
vir_0737	8	34	2.89037175789616	1.94591014905531	15	3	5	3	3	7	7	7	3	7	5	2	1	45	17	1.33500106673234	2.57261223020711	4.20469261939097	4.15888308335967	2.11625551480255	7	18	9	3	14	5.01063529409626
vir_0738	8	39	2.77258872223978	2.19722457733622	18	3	3	5	5	3	5	7	3	7	5	2	2	60	27	2.45958884180371	2.48490664978800	3.63758615972639	3.09104245335832	1.66770682055808	7	25	11	3	10	5.41610040220442
vir_0742	7	35	2.94443897916644	1.94591014905531	13	3	7	5	5	7	9	7	3	7	5	2	2	50	19	1.60943791243410	2.45958884180371	3.85014760171006	4.02535169073515	2.04122032885964	7	18	8	3	10	5.13579843705026
vir_0765	8	35	2.83321334405622	2.07944154167984	13	3	7	5	5	7	9	9	3	7	5	2	2	55	17	1.74046617484050	2.45958884180371	4.00733318523247	3.89182029811063	1.98787434815435	7	18	8	3	10	4.97673374242057
vir_0773	8	39	3.04452243772342	2.56494935746154	11	3	7	5	3	3	7	9	5	1	5	1	1	40	21	1.45861502269952	1.52605630349505	3.63758615972639	3.40119738166216	0.993251773010283	7	15	6	3	10	4.74493212836325
vir_0774	8	39	2.63905732961526	1.79175946922806	17	1	3	3	7	3	9	9	5	1	5	2	1	60	27	2.34180580614733	2.29253475714054	3.25809653802148	2.70805020110221	1.54756250871601	7	25	12	5	1	6.02827852023070
vir_0776	8	40	2.48490664978800	1.38629436111989	19	1	3	3	5	3	9	9	5	1	5	2	1	63	27	2.98061863574394	2.34180580614733	3.13549421592915	2.83321334405622	2.00148000021012	5	26	15	5	1	6.02827852023070
vir_0787	8	43	3.17805383034795	3.13549421592915	16	3	5	5	5	7	9	9	5	1	5	2	2	56	30	2.23001440015921	0.693147180559945	2.30258509299405	2.39789527279837	1.09861228866811	7	20	11	5	14	5.66988092298052
vir_0794	8	42	3.04452243772342	2.70805020110221	20	1	3	3	5	3	9	9	5	7	7	2	2	60	30	2.62466859216316	2.53369681395743	3.04452243772342	2.77258872223978	2.05412373369555	5	24	13	3	1	6.09807428216624
vir_0795	8	41	3.09104245335832	2.89037175789616	17	3	3	5	3	7	9	9	3	1	5	1	2	53	26	2.16332302566054	2.37954613413017	3.58351893845611	3.33220451017520	1.94591014905531	7	22	11	3	10	5.41610040220442
vir_0796	8	39	3.04452243772342	2.48490664978800	12	3	3	5	3	3	3	9	3	7	5	1	1	50	25	2.37024374146786	2.33214389523559	3.76120011569356	3.66356164612965	1.90210752639692	7	20	9	3	10	5.39362754635236
vir_0797	8	37	3.13549421592915	2.48490664978800	14	1	3	5	3	3	3	9	3	1	5	2	2	50	22	2.12823170584927	1.88706964903238	3.61091791264422	3.29583686600433	1.30833281965018	7	16	6	5	1	5.07517381523383
vir_0798	8	43	3.17805383034795	2.99573227355399	13	1	3	5	5	3	9	9	3	1	5	2	2	53	33	2.86789890204411	2.96010509591084	3.91202300542815	3.46573590279973	2.42480272571830	7	27	10	5	1	5.99146454710798
vir_0799	8	39	3.33220451017520	2.89037175789616	15	1	3	3	5	3	3	9	3	1	5	2	2	50	20	1.97408102602201	2.11625551480255	3.21887582486820	3.09104245335832	1.79175946922806	5	25	12	5	1	5.01063529409626
vir_0802	8	39	3.33220451017520	2.70805020110221	14	3	3	3	3	3	3	9	3	1	5	1	1	55	21	2.77881927199042	3.25809653802148	4.26267987704132	4.07753744390572	2.79116510781272	7	24	10	5	14	5.32300997913841
