VIRCat	Germ	GBegF	BegFEndF	EndFBegM	BegMEndM	FloCol	StemCol	BushShape	LeafSize	FlowStemCol	AscoRes	StemBr	StemL1ord	StemBr1ord	StemBr2ord	PodD	PodS	Height	Hlp	NoPodsWeight	PodsWeight	PodsNumber	SeedsNumber	SeedsWeight	PodShape	PodLength	PodWidth	SeedShape	SeedCol	Seed1000W
vir_0450	7	35	19	25	11	3	5	3	3	7	9	7	5	7	5	1	1	61.0	25.0	22.6	26.3	76	96.0	15.8	7	19	8	3	10	145
vir_0687	7	36	19	25	9	3	5	3	5	7	7	7	5	5	5	1	2	60.0	20.0	23.5	28.9	86	127.0	17.6	7	20	8	3	10	185
vir_0688	7	36	19	28	17	3	5	3	5	7	7	7	5	5	5	1	2	58.0	20.0	17.2	20.9	52	71.0	12.3	7	20	9	3	10	170
vir_0689	7	40	15	26	13	3	5	3	5	7	9	5	5	5	5	1	2	60.0	27.0	23.7	16.6	49	57.0	11.1	7	22	10	3	11	195
vir_0690	7	34	20	26	11	3	5	3	5	7	5	9	3	7	7	1	2	51.0	25.0	6.5	13.7	38	39.0	6.7	7	18	9	3	10	150
vir_0692	7	35	21	28	19	3	5	3	5	7	5	9	5	7	7	2	2	55.0	20.0	11.0	27.3	80	95.0	11.8	7	17	9	3	14	125
vir_0693	7	36	20	28	19	3	7	3	3	7	5	9	3	7	7	1	2	56.0	20.0	14.5	15.3	54	77.0	11.2	7	19	8	3	10	135
vir_0694	7	33	22	27	18	3	5	3	3	7	5	7	3	5	5	1	2	53.0	20.0	10.4	11.3	44	63.0	8.0	7	19	8	3	10	135
vir_0695	7	40	15	27	18	3	7	3	5	7	5	7	3	5	5	1	2	73.0	30.0	19.4	12.4	30	43.0	6.6	7	25	11	3	10	175
vir_0726	8	36	18	25	11	3	7	3	5	7	5	9	5	7	7	1	2	51.0	17.0	7.9	30.3	66	131.0	20.6	7	20	9	3	14	165
vir_0727	7	36	18	30	19	3	7	3	5	7	5	9	5	7	7	1	2	55.0	19.0	10.6	14.6	54	68.0	9.3	7	18	8	3	11	190
vir_0728	8	33	20	28	14	3	7	3	5	7	7	7	5	5	5	1	2	45.0	13.0	8.0	28.3	103	147.0	17.1	7	19	8	3	11	140
vir_0729	8	34	18	29	14	3	7	3	5	7	5	9	5	5	5	1	2	45.0	13.0	11.0	25.4	103	119.0	14.4	7	18	8	3	11	120
vir_0730	7	34	20	28	14	3	7	3	5	7	5	5	3	1	5	1	1	50.0	27.0	4.5	6.1	21	35.0	3.5	7	20	8	3	13	140
vir_0731	7	35	20	27	14	3	7	3	5	7	5	9	5	5	5	1	1	45.0	21.0	8.6	12.6	48	51.0	6.5	7	17	8	3	12	160
vir_0733	7	40	16	28	19	3	5	3	5	7	7	7	5	1	5	1	1	60.0	19.0	14.6	14.2	56	55.0	8.2	7	19	10	3	14	155
vir_0734	7	35	20	25	13	3	5	3	5	7	5	9	3	7	7	2	1	50.0	22.0	8.5	11.0	77	75.0	11.3	7	20	8	3	12	150
vir_0744	8	35	18	26	14	3	5	5	3	7	7	9	3	7	7	1	1	50.0	13.0	8.3	28.5	111	148.0	19.2	7	18	7	3	10	125
vir_0745	8	32	21	22	14	3	5	5	5	7	5	9	3	7	7	2	2	55.0	22.0	9.0	9.3	41	40.0	6.3	7	19	10	3	12	190
vir_0746	8	47	10	25	18	3	5	5	3	7	5	9	3	7	7	1	1	50.0	19.0	18.1	22.3	101	87.0	10.0	7	18	9	3	11	150
vir_0747	7	34	20	24	12	3	7	5	3	7	5	7	5	7	5	1	1	40.0	17.0	4.6	4.9	30	29.0	3.9	7	17	7	3	10	110
vir_0748	7	34	19	26	13	3	7	5	5	7	5	5	3	5	5	1	1	50.0	25.0	7.5	14.4	47	62.0	7.9	7	20	10	3	12	140
vir_0749	7	36	18	25	13	3	7	5	5	7	7	7	5	5	5	1	2	53.0	27.0	6.1	12.7	49	55.0	8.8	7	20	10	3	10	170
vir_0754	7	39	22	21	15	3	5	5	5	7	7	7	5	5	5	2	2	55.0	27.0	8.7	9.3	38	54.0	9.3	7	20	8	3	10	170
vir_0756	7	36	18	26	13	3	5	5	5	7	7	9	5	7	7	1	1	56.0	26.0	9.4	14.9	60	69.0	10.2	7	18	8	3	13	165
vir_0757	7	33	21	23	13	3	7	5	5	7	5	9	5	7	7	1	1	56.0	25.0	3.6	6.8	26	28.0	3.5	7	19	9	3	13	110
vir_0758	7	37	17	23	12	3	7	5	5	7	5	7	5	7	7	1	1	66.0	39.0	10.8	13.2	52	62.0	9.1	7	20	10	3	13	175
vir_0760	7	38	16	22	12	3	7	5	5	7	5	7	5	7	7	1	1	60.0	32.0	7.0	4.0	29	30.0	4.4	7	20	9	3	10	160
vir_0761	7	36	18	17	16	3	7	5	5	7	9	7	5	7	7	1	1	50.0	27.0	6.2	7.2	37	31.0	5.7	7	19	9	3	10	190
vir_0762	8	37	18	26	13	3	5	3	3	7	5	7	5	7	7	2	2	50.0	20.0	8.4	12.8	56	76.0	9.4	7	20	8	3	10	150
vir_0763	8	35	18	22	12	3	5	5	3	7	9	9	5	7	7	1	2	53.0	23.0	9.8	17.7	82	51.0	12.1	7	19	8	3	10	140
vir_0764	8	33	19	26	13	3	5	3	5	7	7	9	3	7	5	1	2	60.0	23.0	9.6	19.0	78	98.0	13.2	7	20	10	3	10	140
vir_0766	7	36	17	22	7	3	5	3	3	7	5	3	3	1	5	2	1	55.0	29.0	7.1	8.2	46	42.0	4.6	7	18	8	3	10	155
vir_0767	7	36	17	22	7	3	5	5	5	7	7	3	3	1	5	1	1	56.0	27.0	9.7	23.5	92	116.0	14.7	7	20	9	3	10	155
vir_0768	8	33	19	22	7	3	7	3	5	7	5	9	7	7	7	2	1	48.0	20.0	8.7	15.8	71	118.0	12.5	7	19	8	3	14	145
vir_0769	7	35	19	20	7	3	7	3	3	7	7	9	3	7	5	1	2	40.0	20.0	6.9	4.8	27	28.0	3.6	7	18	8	3	10	150
vir_0771	7	35	19	22	10	3	7	3	3	7	7	9	5	7	5	1	2	53.0	21.0	17.6	7.1	124	170.0	29.6	7	19	9	3	10	190
vir_0772	7	33	21	22	10	3	7	3	5	7	7	9	3	7	5	2	1	46.0	20.0	6.8	13.9	55	65.0	9.0	7	17	9	3	13	175
vir_0890	7	34	20	23	8	3	7	3	5	7	9	3	3	1	5	2	1	54.0	23.0	6.5	13.5	53	75.0	9.4	7	19	9	3	13	140
vir_1029	7	36	17	25	10	3	7	3	5	7	7	9	5	7	7	1	1	50.0	20.0	5.9	9.2	40	43.0	5.0	7	18	9	3	13	140
vir_1210	8	33	20	23	7	3	7	3	5	7	7	9	3	7	5	1	1	53.0	22.0	4.8	10.7	36	47.0	5.7	7	20	10	3	10	165
vir_1211	8	33	19	24	8	3	7	5	5	7	9	9	3	7	5	2	1	48.0	24.0	4.1	9.0	32	41.0	4.7	7	18	8	3	13	140
vir_1404	8	34	19	24	11	3	7	5	5	7	9	5	3	1	5	2	1	55.0	25.0	16.4	29.2	94	102.0	16.1	7	20	10	3	10	165
vir_1405	7	34	20	23	11	3	7	5	5	7	9	3	3	1	5	2	1	50.0	22.0	5.5	7.2	49	52.0	5.6	7	19	9	3	10	135
vir_1406	8	35	18	23	11	3	7	3	3	7	7	9	3	7	7	1	1	60.0	20.0	10.9	35.1	137	168.0	20.0	7	22	10	3	10	150
vir_1411	7	34	19	23	10	3	7	5	3	7	7	7	3	7	7	1	1	55.0	20.0	11.0	13.8	70	58.0	5.9	7	21	10	3	13	150
vir_1412	7	35	19	23	11	3	5	5	3	7	9	9	5	7	7	1	1	53.0	21.0	7.4	19.1	88	96.0	12.1	7	20	8	3	10	160
vir_1413	8	33	20	23	8	3	7	5	3	7	7	9	3	7	7	1	2	55.0	19.0	6.9	16.2	68	80.0	11.7	7	20	9	3	10	180
vir_1417	8	39	14	24	12	3	3	5	5	3	9	7	5	5	5	2	2	65.0	25.0	22.9	17.9	54	78.0	17.5	5	25	13	3	10	345
vir_1423	8	34	19	23	7	3	7	5	5	7	9	7	5	5	5	1	2	50.0	23.0	9.6	13.8	48	52.0	8.5	7	19	8	3	10	175
vir_1583	8	34	19	24	11	3	7	3	5	7	5	5	3	5	5	2	2	53.0	25.0	6.8	6.0	25	36.0	4.9	7	18	9	3	10	160
vir_1584	7	34	20	22	12	3	7	3	5	7	9	5	3	5	5	2	2	56.0	25.0	5.6	8.7	39	53.0	6.1	7	18	9	3	11	135
vir_1586	8	36	18	23	11	3	7	5	5	7	9	9	5	7	5	1	2	60.0	21.0	11.0	25.8	119	124.0	17.7	7	20	9	3	11	150
vir_2178	9	23	16	19	10	3	7	3	3	7	9	5	5	5	5	1	1	50.0	18.0	3.7	13.3	50	56.0	8.2	7	17	8	3	10	170
vir_3036	8	39	21	20	11	1	3	5	5	3	7	9	5	7	5	1	2	50.0	23.0	13.9	9.2	98	103.0	19.2	7	22	11	3	1	180
vir_3461	8	39	21	20	11	1	3	3	5	3	7	9	5	7	5	2	2	53.0	23.0	13.0	20.5	57	67.0	11.1	7	25	11	5	1	215
vir_3587	8	39	24	16	12	1	3	7	5	3	9	9	5	7	5	2	2	70.0	27.0	40.1	24.7	112	104.0	29.5	7	20	10	3	1	275
vir_0002	8	32	22	22	13	3	5	3	3	7	9	9	5	7	5	2	2	56.0	23.0	9.3	14.3	56	78.0	9.7	7	20	9	3	14	135
vir_0003	8	33	34	10	14	3	7	1	3	7	9	9	5	7	5	2	2	53.0	25.0	8.6	7.7	24	36.0	4.6	7	19	9	3	10	155
vir_0004	8	32	21	24	11	3	7	5	3	7	9	5	5	1	5	2	1	56.0	13.0	13.7	18.2	70	110.0	13.2	7	19	8	3	14	140
vir_0005	7	37	24	18	13	3	5	5	3	7	9	9	5	7	5	1	2	51.0	20.0	18.0	18.2	53	79.0	11.7	7	18	9	3	10	150
vir_0021	8	39	14	27	14	1	3	5	7	3	7	5	5	1	5	2	2	65.0	27.0	32.5	32.3	46	50.0	17.4	5	26	14	3	1	445
vir_0023	8	39	27	14	14	1	3	5	7	3	9	5	5	1	5	2	2	70.0	26.0	48.6	32.3	50	58.0	16.6	5	25	13	3	1	405
vir_0024	8	39	16	25	14	1	3	5	7	3	7	9	7	7	7	2	1	65.0	19.0	36.9	62.0	64	63.0	23.9	5	25	15	3	1	440
vir_0026	8	42	25	12	10	1	3	5	5	3	9	5	5	1	5	2	2	55.0	20.0	14.4	29.1	106	140.0	19.6	7	20	10	5	1	170
vir_0027	8	39	21	18	11	1	3	5	5	3	7	7	5	1	5	2	2	40.0	17.0	3.9	7.7	47	62.0	5.2	7	20	10	3	2	95
vir_0028	8	38	22	18	12	1	3	3	5	3	5	7	5	7	5	1	1	46.0	23.0	8.1	10.2	70	95.0	10.2	7	19	9	3	1	115
vir_0030	8	35	25	18	12	1	3	3	5	3	7	9	5	7	5	1	1	43.0	14.0	5.6	14.1	92	75.0	5.1	7	19	8	7	9	90
vir_0031	8	33	22	24	11	1	3	3	5	3	5	9	3	7	5	1	1	42.0	22.0	4.7	5.7	47	41.0	4.5	7	18	9	3	10	140
vir_0033	8	39	21	18	12	3	5	5	3	7	5	5	3	1	5	1	1	35.0	17.0	2.8	4.4	26	34.0	3.8	7	16	8	3	10	125
vir_0034	8	35	25	18	13	3	5	5	3	7	5	5	3	1	5	1	2	50.0	20.0	8.5	31.4	104	59.0	6.1	7	20	10	3	11	160
vir_0036	8	39	28	12	12	1	3	5	5	3	9	9	3	7	5	1	2	55.0	20.0	20.6	25.3	93	113.0	17.5	7	19	9	5	1	165
vir_0037	8	35	25	18	12	3	7	3	3	3	3	9	5	1	5	1	2	40.0	19.0	2.8	7.0	31	44.0	3.3	7	19	10	3	10	115
vir_0038	8	36	18	25	13	3	7	5	5	7	9	9	7	7	5	2	2	60.0	21.0	11.0	27.6	82	88.0	15.3	7	20	10	3	10	185
vir_0039	8	35	18	21	7	3	5	5	3	7	5	9	5	1	5	2	1	40.0	17.0	2.6	8.2	43	48.0	4.1	7	20	9	3	10	125
vir_0040	8	41	32	9	13	3	5	5	3	7	9	7	3	1	5	2	1	70.0	30.0	25.5	5.8	52	45.0	6.9	7	19	10	3	11	170
vir_0041	8	41	29	11	14	3	5	5	3	7	9	7	3	1	5	1	2	58.0	30.0	12.2	9.6	44	52.0	8.7	7	18	8	3	11	180
vir_0042	8	37	18	23	11	3	5	3	3	7	5	7	3	7	5	1	1	45.0	19.0	5.7	10.0	47	65.0	7.6	7	18	9	3	10	150
vir_0043	8	39	15	24	11	3	7	3	3	7	5	9	5	7	5	2	1	37.0	15.0	3.1	9.5	44	50.0	6.3	7	17	9	3	10	155
vir_0111	9	26	7	32	9	3	7	3	5	3	9	9	5	7	5	1	2	55.0	23.0	22.8	27.4	56	71.0	18.4	7	22	11	5	1	305
vir_0125	8	38	16	28	11	1	3	3	5	3	5	7	5	1	5	1	2	53.0	26.0	23.0	13.0	39	23.0	7.2	7	23	12	3	1	305
vir_0143	8	38	16	26	12	1	3	3	5	3	5	9	3	7	5	1	2	55.0	20.0	10.4	19.8	61	55.0	10.5	7	22	11	3	1	240
vir_0167	8	39	24	16	12	1	3	3	7	3	9	7	5	1	5	1	2	55.0	27.0	14.3	13.1	33	32.0	9.9	7	26	13	5	1	350
vir_0172	8	32	21	23	14	3	7	3	3	7	7	9	5	7	5	2	1	53.0	27.0	6.8	12.5	61	72.0	5.9	7	19	9	3	13	145
vir_0187	8	32	20	27	15	3	3	3	7	3	5	9	5	7	5	1	2	56.0	27.0	21.6	7.9	35	26.0	7.0	5	25	15	3	9	340
vir_0189	9	28	24	7	15	1	3	3	5	3	7	9	5	7	5	1	1	60.0	23.0	34.8	17.7	54	41.0	9.7	7	24	13	3	1	280
vir_0192	8	38	16	26	15	3	3	3	3	7	9	9	5	7	7	2	2	25.0	35.0	30.9	12.2	60	89.0	10.4	7	18	8	3	10	145
vir_0196	8	32	22	23	16	2	5	5	5	7	7	9	3	7	7	2	1	66.0	27.0	13.6	22.7	90	113.0	14.1	7	20	10	3	13	170
vir_0199	8	40	15	23	16	3	7	7	7	7	9	9	3	7	7	1	1	60.0	25.0	12.2	3.3	22	25.0	5.1	7	20	11	3	14	230
vir_0201	8	39	15	27	15	1	3	3	5	3	7	9	3	7	7	1	1	55.0	27.0	17.2	20.7	64	62.0	12.2	7	21	11	3	1	250
vir_0202	8	39	14	26	16	2	3	5	5	3	7	9	3	7	5	1	2	66.0	23.0	12.4	24.2	58	53.0	7.9	7	20	10	3	11	150
vir_0203	8	35	19	20	7	1	3	5	5	3	7	7	5	1	5	1	2	50.0	21.0	7.9	7.1	42	35.0	3.5	7	20	10	3	1	130
vir_0204	8	38	17	24	15	1	3	5	5	3	7	9	5	7	5	1	1	50.0	22.0	11.5	9.8	51	49.0	4.4	7	20	10	3	1	115
vir_0205	8	37	17	25	14	1	3	5	5	3	7	9	3	7	5	2	2	60.0	25.0	10.1	18.9	63	45.0	5.9	7	20	10	3	1	105
vir_0206	8	38	17	25	14	1	3	3	5	3	5	9	3	7	5	2	1	50.0	23.0	10.6	8.7	39	41.0	4.3	7	20	10	3	1	130
vir_0207	8	38	16	26	14	1	3	3	5	3	5	9	3	7	5	1	2	60.0	20.0	18.2	31.6	153	131.0	15.4	7	20	9	5	1	145
vir_0208	8	36	18	26	14	1	3	5	5	3	5	9	3	7	5	1	1	60.0	18.0	10.7	15.1	105	82.0	9.3	7	20	10	5	1	145
vir_0209	8	39	16	25	16	2	3	5	5	3	7	9	3	7	7	1	1	70.0	30.0	22.2	36.5	120	130.0	22.1	7	20	10	3	11	225
vir_0210	8	39	16	25	16	2	3	5	5	3	7	9	3	7	5	1	1	67.0	31.0	20.0	14.6	46	45.0	8.4	7	21	11	3	11	205
vir_0212	8	38	15	27	14	3	7	7	5	7	7	9	3	7	5	2	1	60.0	30.0	19.9	6.9	63	70.0	8.9	7	22	11	3	10	195
vir_0215	8	39	14	29	14	1	3	5	5	3	5	9	3	7	5	1	1	65.0	25.0	25.8	26.0	67	58.0	11.8	7	20	10	5	1	255
vir_0216	8	37	17	26	14	3	7	3	3	7	7	9	5	7	5	1	1	55.0	19.0	12.1	11.9	73	66.0	8.7	7	20	10	3	10	160
vir_0217	8	39	15	27	12	3	7	3	3	7	5	9	5	7	5	1	1	53.0	22.0	8.9	14.3	85	81.0	12.2	7	20	10	3	10	170
vir_0218	8	39	22	24	13	1	3	3	3	3	5	9	5	7	5	1	2	60.0	22.0	22.7	22.5	67	32.0	5.7	7	21	10	3	2	190
vir_0220	8	39	14	33	12	1	3	5	3	3	5	9	3	1	5	1	2	60.0	21.0	17.8	15.2	50	48.0	8.7	7	21	11	5	1	200
vir_0221	8	39	14	28	17	2	3	3	5	3	7	9	3	7	5	1	1	50.0	20.0	12.6	14.5	52	31.0	5.2	7	20	8	7	11	210
vir_0222	8	38	15	27	16	2	3	5	5	3	5	7	3	7	5	1	1	60.0	27.0	7.2	4.1	18	12.0	1.4	7	23	11	3	11	180
vir_0225	8	39	16	24	11	3	7	7	5	7	7	5	3	1	5	2	2	50.0	31.0	12.3	6.1	38	30.0	6.1	7	20	9	3	10	240
vir_0226	8	39	22	21	12	1	3	5	5	3	7	7	3	1	5	1	2	56.0	32.0	8.5	18.4	45	53.0	10.9	7	21	10	5	1	250
vir_0227	7	39	15	29	12	2	3	5	7	3	7	7	3	1	5	1	2	60.0	21.0	9.8	17.9	68	83.0	15.2	7	22	11	3	11	215
vir_0229	8	35	20	25	13	1	3	5	5	3	7	9	3	7	5	1	2	50.0	21.0	7.2	12.0	43	48.0	9.4	7	23	12	5	1	245
vir_0230	8	41	19	22	14	3	7	5	5	7	5	9	3	7	5	1	1	56.0	25.0	11.3	8.4	48	49.0	7.0	7	19	8	3	11	155
vir_0231	8	39	16	27	14	3	7	5	5	7	9	9	3	7	5	1	2	55.0	21.0	14.2	10.9	72	69.0	9.8	7	20	10	5	10	150
vir_0232	8	39	15	25	16	3	5	5	5	7	7	9	3	7	5	1	1	60.0	27.0	19.8	9.4	58	51.0	10.1	7	16	8	3	10	190
vir_0233	7	40	15	25	15	3	3	5	5	3	7	9	5	1	5	1	2	57.0	25.0	14.0	18.2	60	53.0	10.9	7	24	11	3	10	250
vir_0234	7	40	15	24	16	2	3	5	5	3	5	9	5	1	5	2	1	60.0	22.0	9.4	13.8	58	60.0	8.4	7	23	11	3	11	190
vir_0235	7	40	21	19	17	3	7	5	3	7	5	7	5	1	5	1	2	53.0	25.0	15.6	8.8	53	56.0	5.8	7	15	8	3	10	150
vir_0236	8	40	20	21	16	1	3	3	5	3	7	9	5	7	5	2	2	60.0	21.0	12.9	22.1	74	68.0	13.8	7	20	10	5	1	240
vir_0237	8	39	28	14	17	2	3	3	3	3	7	9	5	7	5	1	2	53.0	23.0	11.9	18.1	59	63.0	11.1	7	19	10	3	11	210
vir_0238	8	37	17	22	19	2	5	5	5	7	5	7	3	7	5	1	2	62.0	31.0	14.4	28.8	77	74.0	12.3	7	24	11	5	10	150
vir_0239	8	40	21	18	13	1	3	3	7	3	9	9	5	7	5	1	2	50.0	20.0	28.0	46.6	72	77.0	33.8	5	30	15	5	1	400
vir_0240	8	39	16	26	15	2	3	5	5	3	9	7	5	1	5	1	1	70.0	23.0	25.7	35.4	78	102.0	24.1	7	20	10	3	11	210
vir_0241	7	36	18	25	11	3	7	5	5	7	7	7	5	1	5	1	1	50.0	20.0	6.5	10.2	53	63.0	7.1	7	20	9	3	10	240
vir_0242	8	39	15	29	14	1	3	3	5	3	7	9	5	1	7	1	2	60.0	17.0	24.6	35.3	90	93.0	19.2	7	21	10	5	1	210
vir_0243	8	39	22	20	14	1	3	5	5	3	5	9	5	1	7	1	2	56.0	15.0	20.6	37.2	121	96.0	15.2	7	21	10	5	1	150
vir_0244	8	39	22	20	16	1	3	3	5	3	7	9	5	7	5	2	2	56.0	17.0	14.4	19.3	66	57.0	12.5	7	23	11	5	1	260
vir_0245	7	33	22	26	16	3	3	5	7	3	5	9	5	7	5	2	1	52.0	17.0	18.3	31.2	95	125.0	21.3	7	22	12	3	11	230
vir_0246	8	32	22	21	10	3	7	5	3	7	9	7	5	1	5	1	1	46.0	20.0	3.5	7.6	42	54.0	6.1	7	18	8	3	10	130
vir_0249	8	37	30	14	20	2	3	3	3	3	7	7	5	1	5	1	2	65.0	17.0	16.2	34.4	104	16.2	16.5	7	17	7	5	11	195
vir_0250	8	39	28	14	19	3	5	3	3	7	7	9	5	1	5	1	2	68.0	22.0	27.0	26.9	100	127.0	18.2	7	19	9	3	11	170
vir_0251	8	40	27	13	21	1	3	3	3	3	7	9	5	1	5	1	2	56.0	20.0	12.9	37.1	98	118.0	25.1	7	20	10	5	1	250
vir_0252	8	40	27	13	20	1	3	3	5	3	7	9	5	1	5	2	2	57.0	26.0	14.0	32.0	94	98.0	23.2	7	23	10	5	1	220
vir_0253	8	40	27	13	9	3	7	3	3	7	7	9	5	1	5	2	2	50.0	23.0	5.5	8.1	41	64.0	6.7	7	17	8	5	10	120
vir_0254	8	39	28	12	18	2	3	3	3	3	7	9	5	1	5	2	2	50.0	27.0	6.1	10.3	33	51.0	7.2	7	19	8	3	11	200
